chi multiples
 N    ID    z   Narcs    chip    chix    chiy    chia   rmss     rmsi    dx      dy    nwarn
 0   15.2 5.370   1      5.29    0.00    0.00    0.00   0.220    0.57   -0.48   -0.31  0
 0   15.1 5.370   1      4.49    0.00    0.00    0.00   0.220    0.53    0.14   -0.51  0
 0   15.2 5.370   2      9.77    0.00    0.00    0.00   0.220    0.55    N/A     N/A   0
 1   14.2 2.473   1      0.21    0.00    0.00    0.00   0.040    0.12   -0.10   -0.06  0
 1   14.1 2.473   1      0.16    0.00    0.00    0.00   0.040    0.10    0.08   -0.06  0
 1   14.2 2.473   2      0.38    0.00    0.00    0.00   0.040    0.11    N/A     N/A   0
 2   13.2 7.647   1      0.50    0.00    0.00    0.00   0.124    0.18    0.06    0.17  0
 2   13.1 7.647   1      5.30    0.00    0.00    0.00   0.124    0.58   -0.37    0.44  0
 2   13.2 7.647   2      5.80    0.00    0.00    0.00   0.124    0.43    N/A     N/A   0
 3  10.1b 1.792   1      3.14    0.00    0.00    0.00   0.131    0.44    0.16   -0.41  0
 3  10.1a 1.792   1      4.48    0.00    0.00    0.00   0.131    0.53   -0.31   -0.43  0
 3  10.1b 1.792   2      7.62    0.00    0.00    0.00   0.131    0.49    N/A     N/A   0
 4    I2c 1.924   1      6.28    0.00    0.00    0.00   0.216    0.63   -0.09    0.62  0
 4    I2b 1.924   1      9.96    0.00    0.00    0.00   0.104    0.79    0.22   -0.76  0
 4    I2a 1.924   1      8.91    0.00    0.00    0.00   0.119    0.75   -0.75   -0.04  0
 4    I2c 1.924   3     25.15    0.00    0.00    0.00   0.154    0.72    N/A     N/A   0
 5    I1c 1.924   1      4.30    0.00    0.00    0.00   0.204    0.52   -0.02    0.52  0
 5    I1b 1.924   1      2.41    0.00    0.00    0.00   0.093    0.39    0.07   -0.38  0
 5    I1a 1.924   1      9.03    0.00    0.00    0.00   0.111    0.75   -0.75    0.03  0
 5    I1c 1.924   3     15.74    0.00    0.00    0.00   0.145    0.57    N/A     N/A   0
 6    6.3 3.835   1      0.08    0.00    0.00    0.00   0.037    0.07    0.03    0.06  0
 6    6.2 3.835   1      0.17    0.00    0.00    0.00   0.130    0.10    0.10   -0.02  0
 6    6.1 3.835   1      7.19    0.00    0.00    0.00   0.095    0.67    0.50   -0.45  0
 6    6.3 3.835   3      7.44    0.00    0.00    0.00   0.095    0.39    N/A     N/A   0
