chi multiples
 N    ID    z   Narcs    chip    chix    chiy    chia   rmss     rmsi    dx      dy    nwarn
 0   13.2 6.792   1      1.50    0.00    0.00    0.00   0.051    0.25    0.24    0.07  0
 0   13.1 6.792   1      0.53    0.00    0.00    0.00   0.051    0.15   -0.12    0.09  0
 0   13.2 6.792   2      2.04    0.00    0.00    0.00   0.051    0.20    N/A     N/A   0
 1  10.1b 1.797   1     12.77    0.00    0.00    0.00   0.200    0.71    0.26   -0.67  0
 1  10.1a 1.797   1     16.83    0.00    0.00    0.00   0.200    0.82   -0.46   -0.68  0
 1  10.1b 1.797   2     29.60    0.00    0.00    0.00   0.200    0.77    N/A     N/A   0
 2    I2c 1.875   1      2.10    0.00    0.00    0.00   0.198    0.29   -0.28   -0.09  0
 2    I2b 1.875   1      8.18    0.00    0.00    0.00   0.327    0.57    0.53   -0.22  0
 2    I2a 1.875   1     19.17    0.00    0.00    0.00   0.134    0.88   -0.87   -0.07  0
 2    I2c 1.875   3     29.45    0.00    0.00    0.00   0.234    0.63    N/A     N/A   0
 3    I1c 1.875   1      1.98    0.00    0.00    0.00   0.189    0.28   -0.27   -0.07  0
 3    I1b 1.875   1      3.98    0.00    0.00    0.00   0.303    0.40    0.40    0.02  0
 3    I1a 1.875   1     17.38    0.00    0.00    0.00   0.119    0.83   -0.83   -0.00  0
 3    I1c 1.875   3     23.35    0.00    0.00    0.00   0.217    0.56    N/A     N/A   0
 4    6.3 3.732   1      6.99    0.00    0.00    0.00   0.206    0.53   -0.47   -0.24  0
 4    6.2 3.732   1     12.38    0.00    0.00    0.00   0.397    0.70   -0.49   -0.51  0
 4    6.1 3.732   1     10.04    0.00    0.00    0.00   0.198    0.63    0.34   -0.54  0
 4    6.3 3.732   3     29.40    0.00    0.00    0.00   0.282    0.63    N/A     N/A   0
 5    3.2 2.036   1      5.07    0.00    0.00    0.00   0.224    0.45   -0.29    0.35  0
 5    3.1 2.036   1     40.63    0.00    0.00    0.00   0.224    1.27   -1.10    0.64  0
 5    3.2 2.036   2     45.70    0.00    0.00    0.00   0.224    0.96    N/A     N/A   0
 6    B4b 1.854   1      4.79    0.00    0.00    0.00   0.119    0.44    0.40    0.18  0
 6    B4a 1.854   1      8.10    0.00    0.00    0.00   0.119    0.57    0.54    0.17  0
 6    B4b 1.854   2     12.89    0.00    0.00    0.00   0.119    0.51    N/A     N/A   0
 7    B3b 1.854   1      2.46    0.00    0.00    0.00   0.086    0.31    0.29    0.11  0
 7    B3a 1.854   1      4.71    0.00    0.00    0.00   0.086    0.43    0.40    0.17  0
 7    B3b 1.854   2      7.17    0.00    0.00    0.00   0.086    0.38    N/A     N/A   0
 8    B2b 1.854   1      2.97    0.00    0.00    0.00   0.103    0.34    0.33    0.09  0
 8    B2a 1.854   1      8.71    0.00    0.00    0.00   0.103    0.59    0.55    0.22  0
 8    B2b 1.854   2     11.68    0.00    0.00    0.00   0.103    0.48    N/A     N/A   0
 9    B1b 1.854   1      9.56    0.00    0.00    0.00   0.168    0.62    0.55    0.28  0
 9    B1a 1.854   1     14.22    0.00    0.00    0.00   0.168    0.75    0.74    0.16  0
 9    B1b 1.854   2     23.78    0.00    0.00    0.00   0.168    0.69    N/A     N/A   0
10    1.3 1.270   1     18.34    0.00    0.00    0.00   0.336    0.86   -0.62   -0.60  0
10    1.2 1.270   1      0.55    0.00    0.00    0.00   0.138    0.15   -0.15    0.00  0
10    1.1 1.270   1      6.11    0.00    0.00    0.00   0.201    0.49    0.48   -0.10  0
10    1.3 1.270   3     25.00    0.00    0.00    0.00   0.240    0.58    N/A     N/A   0
11    K2b 3.290   1      0.23    0.00    0.00    0.00   0.074    0.10   -0.05    0.08  0
11    K2a 3.290   1      0.78    0.00    0.00    0.00   0.074    0.18   -0.12   -0.13  0
11    K2b 3.290   2      1.01    0.00    0.00    0.00   0.074    0.14    N/A     N/A   0
12    K1b 3.290   1      0.27    0.00    0.00    0.00   0.092    0.10   -0.01    0.10  0
12    K1a 3.290   1      1.15    0.00    0.00    0.00   0.092    0.21   -0.13   -0.17  0
12    K1b 3.290   2      1.42    0.00    0.00    0.00   0.092    0.17    N/A     N/A   0
13    8.3 3.380   1     24.62    0.00    0.00    0.00   0.319    0.99   -0.75    0.64  0
13    8.2 3.380   1      0.82    0.00    0.00    0.00   0.011    0.18   -0.04    0.17  0
13    8.1 3.380   1     10.36    0.00    0.00    0.00   0.329    0.64    0.48    0.43  0
13    8.3 3.380   3     35.79    0.00    0.00    0.00   0.265    0.69    N/A     N/A   0
14   7.2d 3.390   1     18.43    0.00    0.00    0.00   0.640    0.86   -0.84    0.20  0
14   7.2c 3.390   1     69.82    0.00    0.00    0.00   0.506    1.67   -0.90    1.41  0
14   7.2b 3.390   1     16.79    0.00    0.00    0.00   0.171    0.82    0.81    0.14  0
14   7.2a 3.390   1      2.99    0.00    0.00    0.00   0.273    0.35    0.35    0.00  0
14   7.2d 3.390   4    108.03    0.00    0.00    0.00   0.439    1.04    N/A     N/A   0
15   12.2 5.560   1      7.73    0.00    0.00    0.00   0.206    0.56    0.49    0.26  0
15   12.1 5.560   1      3.11    0.00    0.00    0.00   0.206    0.35   -0.11   -0.34  0
15   12.2 5.560   2     10.84    0.00    0.00    0.00   0.206    0.47    N/A     N/A   0
16    4.3 6.200   1      8.91    0.00    0.00    0.00   0.260    0.60    0.19   -0.57  0
16    4.1 6.200   1      7.81    0.00    0.00    0.00   0.260    0.56    0.53    0.17  0
16    4.3 6.200   2     16.72    0.00    0.00    0.00   0.260    0.58    N/A     N/A   0
chimul                 413.88    0.00    0.00    0.00   0.234    0.64    N/A     N/A   0
log(Likelihood)       -150.32

chitot           413.88
log(Likelihood)    -150.32
