#REFERENCE 3 47.2332780 26.7604950
81   33.12  -40.95   0.12   0.10   6.390    0.13   0.005   0.514   34.2 0.356  24.74 O1 0   34.3
81   -3.01    0.55  49.45  37.84 174.331    0.26 188.963 1500.000 1177.2 0.356   0.00 2 1 1236.6
81    0.00    0.00 116.11  95.43  67.500    0.19  24.750 476.594  891.1 0.356   0.00 3 2  997.1
14    0.00    0.00    inf 179769313486231570814527423731704356798070567525844996598917476803157260780028538760589558632766878171540458953514382464234321326889464182768467546703537516986049910576551282076245490090389328944075868508455133942304583236903222948165808559332123348274797826204144723168738177180919299881250404026184124858368.00  48.987    0.10   0.000   0.000    0.0 0.356   0.00 4 3    0.0
81    1.69  -43.61  15.93  14.47  21.100    0.10   0.116  72.263  118.8 0.356  17.76 5 4  168.8
81  -10.32  -31.04  15.56  14.43  53.690    0.07   0.116  72.081  118.7 0.356  17.77 6 5  168.6
81  -20.30   23.79  14.86  13.52 -75.490    0.09   0.109  67.537  115.3 0.356  17.89 7 6  163.8
81  -56.11   10.36  14.98  13.49  79.340    0.10   0.109  67.386  115.2 0.356  17.90 8 7  163.7
81   39.36  -23.31  17.68  12.54  51.760    0.33   0.102  62.607  111.6 0.356  18.04 9 8  158.4
81    0.80    2.77  17.83  12.13 -24.000    0.37   0.099  60.564  110.0 0.356  18.10 10 9  156.1
81   15.27   56.39  15.26  12.01  29.020    0.24   0.098  59.960  109.5 0.356  18.12 11 10  155.4
81   46.55  -52.79  18.25  11.21 -57.050    0.45   0.093  55.999  106.3 0.356  18.25 12 11  150.7
81    4.29  -26.04  19.40  11.16  54.820    0.50   0.092  55.727  106.0 0.356  18.26 13 12  150.4
81  -41.64   29.45  17.31  10.15 -89.970    0.49   0.085  50.716  101.8 0.356  18.44 14 13  144.1
81    0.21    9.90  24.30   9.81 -48.010    0.72   0.082  48.985  100.2 0.356  18.50 15 14  141.9
81    4.62   -1.20  11.29   9.72  54.500    0.15   0.082  48.527   99.8 0.356  18.52 16 15  141.3
81   11.61  -65.34  15.36   9.32 -60.920    0.46   0.079  46.528   98.0 0.356  18.60 17 16  138.6
81   50.28  -38.96  10.09   8.95 -81.440    0.12   0.076  44.694   96.3 0.356  18.68 18 17  136.1
81   29.11   -2.36   9.27   8.65 -55.530    0.07   0.074  43.179   94.8 0.356  18.74 19 18  133.9
81    5.16   20.40  13.00   8.18  65.220    0.43   0.070  40.863   92.6 0.356  18.85 20 19  130.6
81    3.29   -0.96  11.66   8.12  48.100    0.35   0.070  40.532   92.2 0.356  18.86 21 20  130.1
81   27.69  -15.54  10.78   7.94   0.100    0.30   0.068  39.674   91.4 0.356  18.90 22 21  128.8
81  -45.68   16.28   8.60   7.78  61.600    0.10   0.067  38.841   90.5 0.356  18.94 23 22  127.6
81   -2.97  -61.58  16.72   7.75 -15.510    0.65   0.067  38.695   90.4 0.356  18.95 24 23  127.3
81  -17.63  -38.64   9.31   7.63 -13.230    0.20   0.066  38.123   89.8 0.356  18.98 25 24  126.4
81   -3.82    2.01  13.81   7.59 -28.340    0.54   0.066  37.885   89.6 0.356  18.99 26 25  126.1
81   49.16  -52.49  13.12   7.51 -52.810    0.51   0.065  37.492   89.1 0.356  19.01 27 26  125.5
81  -50.77    8.57   9.56   7.46 -33.730    0.24   0.065  37.239   88.9 0.356  19.02 28 27  125.1
81    3.00   -4.27   7.84   7.44  13.560    0.05   0.065  37.173   88.8 0.356  19.03 29 28  125.0
81  -48.35   15.85   9.18   7.34 -68.760    0.22   0.064  36.681   88.3 0.356  19.05 30 29  124.2
81  -17.17  -30.93   7.89   7.12   6.060    0.10   0.062  35.541   87.1 0.356  19.11 31 30  122.4
81  -38.46  -32.79   9.53   7.10 -89.930    0.29   0.062  35.454   87.0 0.356  19.12 32 31  122.2
81   -1.27   29.77   9.09   6.95 -63.440    0.26   0.061  34.709   86.2 0.356  19.16 33 32  121.0
81  -51.55   23.47   8.90   6.82 -57.610    0.26   0.060  34.081   85.5 0.356  19.19 34 33  120.0
81   40.05   10.05   8.75   6.53  42.460    0.28   0.058  32.638   83.9 0.356  19.27 35 34  117.6
81  -16.27   -4.03  13.36   6.50  -8.310    0.62   0.057  32.484   83.7 0.356  19.28 36 35  117.3
81   26.66    6.50  12.76   6.50  84.720    0.59   0.057  32.473   83.7 0.356  19.28 37 36  117.3
81  -12.09  -54.49   6.63   6.05  -3.070    0.09   0.054  30.234   81.1 0.356  19.42 38 37  113.4
81    6.83  -13.40   6.25   5.94  85.140    0.05   0.053  29.660   80.5 0.356  19.46 39 38  112.4
81  -56.24  -14.69   7.95   5.93 -37.750    0.29   0.053  29.619   80.4 0.356  19.46 40 39  112.3
81  -29.52   52.22   6.30   5.87  15.080    0.07   0.053  29.337   80.1 0.356  19.48 41 40  111.8
81   19.58  -17.80   6.60   5.82 -30.950    0.12   0.052  29.079   79.8 0.356  19.49 42 41  111.3
81    5.92    0.77   9.40   5.78 -18.890    0.45   0.052  28.869   79.5 0.356  19.51 43 42  110.9
81  -58.49  -28.69   6.78   5.70 -53.020    0.17   0.051  28.469   79.0 0.356  19.53 44 43  110.2
81  -70.94  -14.70   6.63   5.67  62.670    0.15   0.051  28.336   78.9 0.356  19.54 45 44  109.9
81    3.72   40.46   5.82   5.56 -74.990    0.04   0.050  27.793   78.2 0.356  19.58 46 45  108.9
81   31.38   25.00   6.42   5.55 -15.940    0.15   0.050  27.717   78.1 0.356  19.58 47 46  108.8
81   54.29  -16.05   7.80   5.52  88.300    0.33   0.050  27.565   77.9 0.356  19.59 48 47  108.5
81    6.01   -7.17   6.35   5.49  80.120    0.14   0.050  27.412   77.7 0.356  19.61 49 48  108.2
81   -5.88   12.83   9.41   5.46 -67.260    0.50   0.049  27.279   77.6 0.356  19.61 50 49  107.9
81  -36.17    2.66   8.16   5.41 -28.400    0.39   0.049  27.044   77.3 0.356  19.63 51 50  107.5
81  -68.91   -1.60  11.68   5.28  79.950    0.66   0.048  26.374   76.4 0.356  19.68 52 51  106.2
81    0.91    1.24   7.72   5.05  33.790    0.40   0.046  25.208   74.9 0.356  19.76 53 52  103.9
81    1.02    0.92   5.94   5.01  57.400    0.17   0.046  25.028   74.7 0.356  19.78 54 53  103.5
81   10.62   33.36   6.75   4.90  50.080    0.31   0.045  24.464   73.9 0.356  19.82 55 54  102.4
81   15.46  -67.37   7.46   4.86 -52.710    0.40   0.045  24.288   73.7 0.356  19.84 56 55  102.0
81   -2.89   -5.51   5.54   4.84 -24.180    0.13   0.044  24.191   73.6 0.356  19.84 57 56  101.8
81  -16.78   15.18   6.69   4.83 -62.380    0.32   0.044  24.114   73.5 0.356  19.85 58 57  101.7
81  -16.94   -0.91   6.57   4.65 -60.660    0.33   0.043  23.207   72.3 0.356  19.92 59 58   99.8
81  -18.56  -50.69   9.17   4.52  53.310    0.61   0.042  22.575   71.4 0.356  19.97 60 59   98.4
81   65.74  -21.86   4.95   4.31  79.590    0.14   0.040  21.550   70.0 0.356  20.06 61 60   96.2
81   -2.52   -4.88   4.74   4.24 -34.620    0.11   0.040  21.178   69.4 0.356  20.10 62 61   95.3
81   34.95  -19.71   6.00   4.23 -42.330    0.34   0.039  21.142   69.4 0.356  20.10 63 62   95.3
81   31.21   22.98  45.97   4.19  85.580    0.98   0.039  20.909   69.0 0.356  20.12 64 63   94.7
81  -14.64  -34.92   4.91   4.16  33.930    0.16   0.039  20.784   68.9 0.356  20.13 65 64   94.5
81  -32.72  -40.63   5.70   4.13  52.350    0.31   0.039  20.646   68.7 0.356  20.14 66 65   94.1
81    5.65    0.10   5.12   4.11 -53.400    0.22   0.038  20.522   68.5 0.356  20.16 67 66   93.9
81   18.04   29.22   4.87   4.02 -16.590    0.19   0.038  20.090   67.8 0.356  20.20 68 67   92.9
81  -11.47   30.48   4.87   4.02  84.220    0.19   0.038  20.067   67.8 0.356  20.20 69 68   92.8
81  -53.08   -2.95   4.39   4.01  83.740    0.09   0.038  20.051   67.8 0.356  20.20 70 69   92.8
81  -18.79   18.51   4.13   3.81 -68.250    0.08   0.036  19.028   66.2 0.356  20.30 71 70   90.4
81   39.18   10.55   4.66   3.81 -80.970    0.20   0.036  19.019   66.2 0.356  20.30 72 71   90.3
81   15.07  -12.48   3.90   3.74 -68.620    0.04   0.035  18.669   65.7 0.356  20.34 73 72   89.5
