chi multiples
 N    ID    z   Narcs    chip    chix    chiy    chia   rmss     rmsi    dx      dy    nwarn
 0   13.2 7.599   1      2.44    0.00    0.00    0.00   0.141    0.39    0.33    0.20  0
 0   13.1 7.599   1      4.64    0.00    0.00    0.00   0.141    0.54   -0.38    0.38  0
 0   13.2 7.599   2      7.08    0.00    0.00    0.00   0.141    0.47    N/A     N/A   0
 1  10.1b 1.778   1      7.46    0.00    0.00    0.00   0.200    0.68    0.25   -0.64  0
 1  10.1a 1.778   1     11.18    0.00    0.00    0.00   0.200    0.84   -0.50   -0.67  0
 1  10.1b 1.778   2     18.64    0.00    0.00    0.00   0.200    0.76    N/A     N/A   0
 2    I2c 1.914   1      8.74    0.00    0.00    0.00   0.240    0.74   -0.13    0.73  0
 2    I2b 1.914   1      7.44    0.00    0.00    0.00   0.109    0.68    0.16   -0.66  0
 2    I2a 1.914   1     11.31    0.00    0.00    0.00   0.131    0.84   -0.84    0.00  0
 2    I2c 1.914   3     27.50    0.00    0.00    0.00   0.170    0.76    N/A     N/A   0
 3    I1c 1.914   1      6.54    0.00    0.00    0.00   0.229    0.64   -0.06    0.64  0
 3    I1b 1.914   1      1.33    0.00    0.00    0.00   0.100    0.29    0.01   -0.29  0
 3    I1a 1.914   1     13.06    0.00    0.00    0.00   0.133    0.90   -0.90    0.09  0
 3    I1c 1.914   3     20.93    0.00    0.00    0.00   0.163    0.66    N/A     N/A   0
 4    6.3 3.957   1      0.38    0.00    0.00    0.00   0.066    0.15    0.09    0.13  0
 4    6.2 3.957   1      0.67    0.00    0.00    0.00   0.151    0.21    0.20    0.05  0
 4    6.1 3.957   1      6.60    0.00    0.00    0.00   0.090    0.64    0.49   -0.42  0
 4    6.3 3.957   3      7.65    0.00    0.00    0.00   0.108    0.40    N/A     N/A   0
 5    3.2 2.023   1      7.71    0.00    0.00    0.00   0.383    0.69   -0.26    0.64  0
 5    3.1 2.023   1     72.96    0.00    0.00    0.00   0.383    2.14   -1.90    0.97  0
 5    3.2 2.023   2     80.66    0.00    0.00    0.00   0.383    1.59    N/A     N/A   0
 6    B4b 1.895   1      2.47    0.00    0.00    0.00   0.104    0.39    0.36    0.16  0
 6    B4a 1.895   1      3.33    0.00    0.00    0.00   0.104    0.46    0.43    0.16  0
 6    B4b 1.895   2      5.79    0.00    0.00    0.00   0.104    0.43    N/A     N/A   0
 7    B3b 1.895   1      1.45    0.00    0.00    0.00   0.081    0.30    0.28    0.10  0
 7    B3a 1.895   1      2.12    0.00    0.00    0.00   0.081    0.36    0.33    0.16  0
 7    B3b 1.895   2      3.58    0.00    0.00    0.00   0.081    0.33    N/A     N/A   0
 8    B2b 1.895   1      1.72    0.00    0.00    0.00   0.094    0.33    0.31    0.10  0
 8    B2a 1.895   1      4.08    0.00    0.00    0.00   0.094    0.50    0.46    0.20  0
 8    B2b 1.895   2      5.80    0.00    0.00    0.00   0.094    0.43    N/A     N/A   0
 9    B1b 1.895   1      4.51    0.00    0.00    0.00   0.140    0.53    0.48    0.23  0
 9    B1a 1.895   1      5.39    0.00    0.00    0.00   0.140    0.58    0.56    0.16  0
 9    B1b 1.895   2      9.90    0.00    0.00    0.00   0.140    0.56    N/A     N/A   0
10    1.3 1.270   1     14.12    0.00    0.00    0.00   0.682    0.94   -0.94   -0.06  0
10    1.2 1.270   1     30.47    0.00    0.00    0.00   0.608    1.38   -1.36    0.24  0
10    1.1 1.270   1      1.77    0.00    0.00    0.00   0.123    0.33    0.31   -0.11  0
10    1.3 1.270   3     46.37    0.00    0.00    0.00   0.532    0.98    N/A     N/A   0
11    K2b 3.290   1      7.76    0.00    0.00    0.00   0.209    0.70   -0.70    0.03  0
11    K2a 3.290   1      2.67    0.00    0.00    0.00   0.209    0.41   -0.31    0.26  0
11    K2b 3.290   2     10.42    0.00    0.00    0.00   0.209    0.57    N/A     N/A   0
12    K1b 3.290   1      7.46    0.00    0.00    0.00   0.204    0.68   -0.68    0.02  0
12    K1a 3.290   1      3.02    0.00    0.00    0.00   0.204    0.43   -0.36    0.25  0
12    K1b 3.290   2     10.48    0.00    0.00    0.00   0.204    0.57    N/A     N/A   0
13    8.3 3.380   1     47.44    0.00    0.00    0.00   0.428    1.72   -0.98    1.41  0
13    8.2 3.380   1      0.81    0.00    0.00    0.00   0.174    0.23   -0.16   -0.15  0
13    8.1 3.380   1      7.75    0.00    0.00    0.00   0.448    0.70    0.36    0.60  0
13    8.3 3.380   3     56.01    0.00    0.00    0.00   0.372    1.08    N/A     N/A   0
14   7.2d 3.390   1     13.03    0.00    0.00    0.00   0.668    0.90   -0.90    0.02  0
14   7.2c 3.390   1     78.03    0.00    0.00    0.00   0.688    2.21   -1.04    1.95  0
14   7.2b 3.390   1      6.98    0.00    0.00    0.00   0.275    0.66    0.57    0.34  0
14   7.2a 3.390   1      1.71    0.00    0.00    0.00   0.194    0.33    0.29   -0.15  0
14   7.2d 3.390   4     99.75    0.00    0.00    0.00   0.508    1.25    N/A     N/A   0
15   12.2 5.560   1      0.68    0.00    0.00    0.00   0.124    0.21   -0.17    0.11  0
15   12.1 5.560   1      6.63    0.00    0.00    0.00   0.124    0.64   -0.59    0.27  0
15   12.2 5.560   2      7.31    0.00    0.00    0.00   0.124    0.48    N/A     N/A   0
16    D1c 6.200   1      0.31    0.00    0.00    0.00   0.271    0.14    0.09   -0.10  0
16    D1b 6.200   1     36.98    0.00    0.00    0.00   0.185    1.52    1.00   -1.15  0
16    D1a 6.200   1      1.04    0.00    0.00    0.00   0.134    0.26    0.11    0.23  0
16    D1c 6.200   3     38.33    0.00    0.00    0.00   0.205    0.89    N/A     N/A   0
chimul                 456.20    0.00    0.00    0.00   0.282    0.82    N/A     N/A   0
log(Likelihood)       -188.84

chitot           456.20
log(Likelihood)    -188.84
